name,city,state,country,address,Longitude,Latitude,Municipalities,Website
Rye Cemetery,Melbourne, Victoria, Australia,"22-30 Lyons Street, Rye Melbourne, Victoria, 3941 Australia",144.82391,-38.37426,,
Saint Paul (Lutheran) Church/Graveyard,Hatton Vale, Queensland, Australia,"4 Summerholm Rd Hatton Vale, Queensland, 4341 Australia",152.45983,-27.56876,,
Sapphire Cemetery,The Gemfields, Queensland, Australia,"LOT 47 River Rd The Gemfields, Queensland, 4702 Australia",147.730836,-23.468167,,
Sandgate (Sacred Heart Catholic) Church/columbarium,Brisbane, Queensland, Australia,"92 Brighton Rd Brisbane, Queensland, 4017 Australia",153.06692,-27.31727,,
Robinvale Cemetery,Robinvale Irrigation District Section B, Victoria, Australia,"4082 Murray Valley Highway Robinvale Irrigation District Section B, Swan Hill Rural City, Victoria, 3549 Australia",142.79354487962,-34.607240680305, Swan Hill Rural City,
Samsonvale Cemetery,Samsonvale, Queensland, Australia,"Golds Scrub Road, Samsonvale Samsonvale, Moreton Bay Region, Queensland Australia",152.859012,-27.268453, Moreton Bay Region,
Saint Luke (Anglican) Church/Graveyard,Brisbane, Queensland, Australia,"193 Ekibin Road East Brisbane, Queensland, 4103 Australia",153.03801,-27.5159,,
Samford Cemetery,Samford, Queensland, Australia,"219 School Road Samford, Queensland, 4520 Australia",152.879525,-27.376423,,
Saint Peter Memorial Wall,Brisbane, Queensland, Australia,"953-955 Rochedale Rd Brisbane, Queensland, 4123 Australia",153.12173,-27.59263,,
Sandgate (Bald Hills) Cemetery,Brisbane, Queensland, Australia,"40 Pellinore Road Brisbane, Queensland, 4017 Australia",153.034592,-27.31787,,
Saint Lawrence Cemetery,St Lawrence, Queensland, Australia,"LOT 147 Malcolm St St Lawrence, Queensland, 4707 Australia",149.5292,-22.35221,,
Saint Thomas (Anglican) Church/Graveyard,Brisbane, Queensland, Australia,"104 Jephson Street Brisbane, Queensland, 4066 Australia",152.99025689782,-27.487635050505,,
Crudine General Cemetery,Crudine, New South Wales, Australia,"1368 Crudine Rd Crudine, New South Wales, 2795 Australia",149.708084,-32.929175,,
Saint Luke (Lutheran) Church/Graveyard,Roadvale, Queensland, Australia,"LOT 1 Ipswich-Boonah Rd Roadvale, Queensland, 4310 Australia",152.71445,-27.93251,,
Saint Michael (Catholic) Church/Graveyard,Pine Mountain, Queensland, Australia,"856 Pine Mountain Rd Pine Mountain, Queensland, 4306 Australia",152.71049,-27.5429,,
Crookwell - Saint Bartholomew Anglican Church Graveyard,Crookwell, New South Wales, Australia,"Denison Ln Crookwell, New South Wales Australia",149.4674,-34.45801,,
Saint Mark (Anglican) Church/Graveyard,Brisbane, Queensland, Australia,"41 Winnetts Road Brisbane, Queensland, 4127 Australia",153.14891,-27.64405,,
Saint John Lutheran Cemetery,Guluguba, Queensland, Australia,"654 Upper Downfall Creek Road Guluguba, Queensland, 4418 Australia",150.14925,-26.25601,,
Saint Margaret (Anglican) Memorial Garden,Brisbane, Queensland, Australia,"58 Rainbow Street Brisbane, Queensland, 4017 Australia",153.06668,-27.32093,,
Crescent Head Cemetery,Crescent Head, New South Wales, Australia,"24 Belmore St Crescent Head, New South Wales, 2440 Australia",152.968966,-31.182433,,
Saint John Lutheran Cemetery,Kalbar, Queensland, Australia,"LOT 7 Teviotville Rd Kalbar, Queensland, 4309 Australia",152.64864885392,-27.94222942286,,
Cowra Monumental Cemetery,Eurobodalla Shire Council, New South Wales, Australia,"Eurobodalla Shire Council, New South Wales, 2545 Australia",149.84925118408,-36.065822586121,,
Cranebrook R/C Cemetery,Cranebrook, New South Wales, Australia,"77 East Wilchard Road Cranebrook, New South Wales, 2749 Australia",150.69529,-33.69234,,
Cudgegong General Cemetery,Cudgegong, New South Wales, Australia,"LOT 169 Cudgegong Rd Cudgegong, New South Wales, 2850 Australia",149.811137,-32.798007,,
Cowra Creek Cemetery,Peak View, New South Wales, Australia,"Dowling Fire Trail Peak View, New South Wales, 2630 Australia",149.318275,-35.999257,,
Cudal Cemetery,Cudal, New South Wales, Australia,"LOT 2 Cudal Cemetery Rd Cudal, New South Wales, 2864 Australia",148.768551,-33.275848,,
Cudgen Burial Ground ,Chinderah, New South Wales, Australia,"LOT 4 Tweed Coast Rd Chinderah, New South Wales, 2487 Australia",153.554383483467,-28.2481962521319,,
Crookwell Cemetery,Crookwell, New South Wales, Australia,"LOT 7005 Memory Ave Crookwell, New South Wales, 2583 Australia",149.480988,-34.448485,,
Coutts Crossing Cemetery,Coutts Crossing, New South Wales, Australia,"1570 Armidale Rd Coutts Crossing, New South Wales, 2460 Australia",152.887179,-29.831244,,
Couridjah Cemetery,Tahmoor, New South Wales, Australia,"LOT 7307 Bargo River Rd Tahmoor, New South Wales, 2573 Australia",150.571253,-34.236233,,
Corowa War Memorial,Corowa, New South Wales, Australia,"Honour Avenue Corowa, New South Wales Australia",146.39785580503,-35.987642747886,,
Crofton Grave at Buchanan NSW,Buchanan, New South Wales, Australia,"Buchanan Road Buchanan, Maitland City Council, New South Wales, 2323 Australia 
                         
                    ",151.54679717252,-32.787454424463, Maitland City Council,https://webarchive.nla.gov.au/awa/20090912172838/http://huntergraves.dnsalias.net/Maitland/EastMaitland/Crofton/Crofton.htm
Corrimal Catholic Cemetery,Wollongong, New South Wales, Australia,"3 Alban Street Wollongong, New South Wales, 2518 Australia",150.898535,-34.368224,,
Craigie Cemetery,Craigie, New South Wales, Australia,"LOT 159 Mila Rd Craigie, New South Wales, 2632 Australia",149.058294,-37.068841,,
North Plympton (All Saints) Uniting Church/Pioneer Hall,Adelaide, South Australia, Australia,"364a Marion Road Adelaide, Adelaide, South Australia, 5037 Australia",138.55415,-34.95961, Adelaide,
Cowra Cemetery,Cowra, New South Wales, Australia,"43 Doncaster Drive Cowra, Cowra Shire Council, New South Wales, 2794 Australia",148.690658,-33.801133, Cowra Shire Council,
Normanville lone graves/memorial,Normanville, South Australia, Australia,"Robert Norman Street Normanville, The District Council of Yankalilla, South Australia, 5204 Australia",138.327201,-35.441351, The District Council of Yankalilla,
North Adelaide Brougham Place Uniting Church/memorials,Adelaide, South Australia, Australia,"193 Brougham Place Adelaide, Adelaide City Council, South Australia, 5006 Australia",138.600481,-34.909444, Adelaide City Council,
Cowra Japanese War Cemetery ,Cowra, New South Wales, Australia,"43 Doncaster Drive Cowra, New South Wales Australia",148.691859474869,-33.80132,,
Cow Flat - Dennis Island Methodist Cemetery,Cow Flat, New South Wales, Australia,"438 Cow Flat Rd Cow Flat, New South Wales, 2795 Australia",149.504983,-33.556045,,
Corunna Cemetery,Corunna, New South Wales, Australia,"769 Old Hwy Corunna, New South Wales, 2546 Australia",150.106413,-36.27386,,
Netherleigh Cemetery,Naidia, South Australia, Australia,"Lot 115 Naidia Rd Naidia, The District Council of Loxton Waikerie, South Australia, 5354 Australia",139.786066,-34.486376, The District Council of Loxton Waikerie,
Norton Summit Cemetery,Norton Summit, South Australia, Australia,"47 Church Rd Norton Summit, Adelaide, South Australia, 5136 Australia",138.731542,-34.927222, Adelaide,
Nepabunna Community Cemetery,Nepabunna, South Australia, Australia,"Gammon Ranges Road Nepabunna, Pastoral Unincorporated Area, South Australia, 5732 Australia",138.975992,-30.582589, Pastoral Unincorporated Area,
North Road Cemetery,Adelaide, South Australia, Australia,"1A Cemetery Ave Adelaide, Adelaide, South Australia, 5083 Australia 
                         
                    ",138.60595,-34.89004, Adelaide,http://www.anglicancemeteries.com/
Narrung Cemetery,Narrung, South Australia, Australia,"Sanders Road Narrung, Coorong District Council, South Australia, 5259 Australia",139.127593,-35.537388, Coorong District Council,
North Adelaide Baptist Church - Memorial Gardens,Adelaide, South Australia, Australia,"154 Tynte Street Adelaide, Adelaide City Council, South Australia, 5006 Australia",138.594726,-34.905963, Adelaide City Council,
Nildottie Cemetery,Nildottie, South Australia, Australia,"Hunter Road Nildottie, Mid Murray Council, South Australia, 5238 Australia",139.652574,-34.678073, Mid Murray Council,
Normanville (Saint Peter) Catholic Churchyard,Normanville, South Australia, Australia,"Saint Andrews Boulevard Normanville, The District Council of Yankalilla, South Australia, 5204 Australia",138.30963,-35.45834, The District Council of Yankalilla,
Neukirch Pilgrim Lutheran Church/graveyard,Ebenezer, South Australia, Australia,"665 Belvedere Rd cnr Diagonal Rd Ebenezer, Light, South Australia, 5355 Australia",139.011263,-34.404042, Light,
Neales Flat (Trinity) Lutheran Churchyard,Neales Flat, South Australia, Australia,"582 Neales Rd (Lot 30) cnr Quondong Rd Neales Flat, Eyre, South Australia, 5374 Australia",139.16187,-34.22889, Eyre,
New Residence (Trinity Lutheran) Church/Cemetery,New Residence, South Australia, Australia,"Klau Road New Residence, The District Council of Loxton Waikerie, South Australia, 5333 Australia",140.40556421456,-34.372646248282, The District Council of Loxton Waikerie,
Neukirch Lutheran Cemetery,Ebenezer, South Australia, Australia,"122 Neukirch Rd (Lot 100) Ebenezer, Light, South Australia, 5355 Australia",138.999381,-34.401636, Light,
Red Jacket Cemetery,Jericho, Victoria, Australia,"Red Jacket Track Jericho, Victoria, 3825 Australia",146.294611,-37.655464,,
Navan Catholic Cemetery,,,,"12 Francis St off Old Main Rd South Navan, N of Tarlee, Light, South Australia, 5412 Australia",138.748719,-34.210741,,
Neales Flat (Saint Stephan) Lutheran Churchyard,Neales Flat, South Australia, Australia,"221 Stephan Road Neales Flat, Eyre, South Australia, 5374 Australia",139.18422111374,-34.225333709514, Eyre,
North Brighton,Adelaide, South Australia, Australia,"301 Brighton Road Adelaide, Adelaide, South Australia, 5048 Australia",138.51951,-35.0025, Adelaide,
Ramahyuk Cemetery,Perry Bridge, Victoria, Australia,"109 Ramahyuck Rd Perry Bridge, Victoria, 3862 Australia",147.237033,-38.016654,,
Naracoorte Cemetery,Naracoorte, South Australia, Australia,"Playford Drive Naracoorte, Naracoorte Lucindale Council, South Australia, 5271 Australia",140.730071,-36.945979, Naracoorte Lucindale Council,
Riddells Creek Cemetery,Riddells Creek, Victoria, Australia,"174 Royal Parade Riddells Creek, Victoria, 3431 Australia",144.662744,-37.445596,,
Ripplebrook Cemetery,Ripplebrook, Victoria, Australia,"687 N Yannathan Rd Ripplebrook, Victoria, 3818 Australia",145.750831,-38.207499,,
Narridy Cemetery,Narridy, South Australia, Australia,"Lot 458 Narridy-Koolunga Rd Narridy, Victoria, South Australia, 5523 Australia",138.318871,-33.438134, Victoria,
Redcastle Cemetery,Redcastle, Victoria, Australia,"61 Redcastle Cemetery Rd Redcastle, Victoria, 3523 Australia",144.786715,-36.792841,,
Rheola Cemetery,Rheola, Victoria, Australia,"35 Taylors Rd Rheola, Victoria, 3517 Australia",143.706643,-36.650896,,
Redbank Cemetery,Redbank, Victoria, Australia,"30 Cemetery Rd Redbank, Victoria, 3478 Australia",143.327408,-36.929099,,
Red Cliffs Lawn Cemetery,Red Cliffs, Victoria, Australia,"277 Red Cliffs-Meringur Rd Red Cliffs, Victoria, 3496 Australia",142.156408,-34.330432,,
Rainbow Cemetery,Rainbow, Victoria, Australia,"Rainbow-Nhill Rd Rainbow, Victoria, 3424 Australia",141.990231,-35.902987,,
Red Cliffs Pioneer Cemetery,Red Cliffs, Victoria, Australia,"Triodia St Red Cliffs, Victoria, 3496 Australia",142.162943,-34.332749,,
Raywood Cemetery,Raywood, Victoria, Australia,"173 Robertson St Raywood, Victoria, 3570 Australia",144.198088,-36.530088,,
Saint John Church/Graveyard,Minden, Queensland, Australia,"774 Lowood-Minden Rd Minden, Queensland, 4311 Australia",152.54464,-27.5314,,
Quantong Cemetery,Vectis, Victoria, Australia,"692 Quantong Cemetery Rd Vectis, Victoria, 3401 Australia",142.042876,-36.674931,,
Queenstown Cemetery,Smiths Gully, Victoria, Australia,"70 Smiths Gully Rd Smiths Gully, Victoria, 3760 Australia",145.273311,-37.620639,,
Quambatook Lawn Cemetery,Quambatook, Victoria, Australia,"Ninyeunook Rd Quambatook, Victoria, 3540 Australia",143.520047,-35.859283,,
Saint John (Lutheran) Church/Graveyard,Aubigny, Queensland, Australia,"17 Main St Aubigny, Queensland, 4401 Australia",151.64286,-27.5216,,
Quambatook Cemetery,Quambatook, Victoria, Australia,"Cemetery Rd Quambatook, Victoria, 3540 Australia",143.544488,-35.876098,,
Rosewood (Uniting) Church/columbarium wall,Rosewood, Queensland, Australia,"29 John St Rosewood, Queensland, 4340 Australia",152.592709,-27.639364,,
Rosevale Methodist memorials,Rosevale, Queensland, Australia,"40 C Zahnows Rd Rosevale, Queensland, 4340 Australia",152.475627,-27.863906,,
Pyalong Cemetery,Pyalong, Victoria, Australia,"4170 Northern Hwy Pyalong, Victoria, 3521 Australia",144.856839,-37.104188,,
Queenscliff / Point Lonsdale Cemetery,Point Lonsdale, Victoria, Australia,"157 Point Lonsdale Road Point Lonsdale, Queenscliffe, Victoria, 3225 Australia 
                         
                    ",144.61546,-38.27927, Queenscliffe,https://www.gct.net.au/our-cemeteries/Queenscliff-Cemetery/
Pyke's Graves Melton Golf Club,Melton, Victoria, Australia,"Federation Dr Melton, Victoria Australia",144.5975,-37.67869,,
Pyramid Hill Cemetery,Pyramid Hill, Victoria, Australia,"24 Laceys Ln Pyramid Hill, Victoria, 3575 Australia",144.134221,-36.063987,,
Rosevale (Saint Paul) Lutheran Cemetery,Rosevale, Queensland, Australia,"Cemetery Road Rosevale, Queensland, 4340 Australia",152.51566,-27.84693,,
Rose Lane Pioneer Cemetery,Herberton, Queensland, Australia,"4 Rose Street Herberton, Queensland, 4887 Australia",145.38623371206,-17.390855232206,,
Rosevale (Saint Patrick) Catholic Churchyard,Rosevale, Queensland, Australia,"766 Rosevale Rd Rosevale, Queensland, 4340 Australia",152.47769,-27.84996,,
Saint John (Evangelical Lutheran) Church/Graveyard,Minden, Queensland, Australia,"593 Tallegalla Rd Minden, Queensland, 4311 Australia",152.54475,-27.56899,,
Rose Lane Cemetery,Herberton, Queensland, Australia,"4 Rose Street Herberton, Queensland, 4887 Australia",145.38623114418,-17.390853172283,,
Rubyvale (The Gemfields) Cemetery,Rubyvale, Queensland, Australia,"8 Capella Rubyvale Road Rubyvale, Queensland, 4702 Australia",147.698705,-23.413344,,
Saint Alban (Liberal Catholic) Church/Columbarium,Brisbane, Queensland, Australia,"351 Wickham Terrace Brisbane, Queensland, 4000 Australia",153.02099,-27.46407,,
Saint John (Catholic) Church/Graveyard,Kerry, Queensland, Australia,"1841 Kerry Rd Kerry, Queensland, 4285 Australia",153.04417,-28.12783,,
Rosevale Church of Christ/graveyard,Rosevale, Queensland, Australia,"Rosewood-Aratula Rd Rosevale, Queensland, 4340 Australia",152.490282,-27.870767,,
Rosevale Pioneer Park,Rosevale, Queensland, Australia,"Rosewood-Aratula Road Rosevale, Queensland, 4340 Australia",152.486467,-27.865676,,
Ropeley Scandanavian Lutheran Cemetery,Ropeley, Queensland, Australia,"5 Olm Rd Ropeley, Queensland, 4343 Australia",152.262726,-27.67173,,
Ropeley (Immanuel Lutheran) Churchyard,Ropeley, Queensland, Australia,"400 Ropeley Rockside Rd Ropeley, Queensland, 4343 Australia",152.25386,-27.64541,,
Rosewood Diggings,Morinish South, Queensland, Australia,"Rosewood Wycarbah Road Morinish South, Rockhampton Regional, Queensland, 4702 Australia",149.976404,-23.321169, Rockhampton Regional,
Corang Cemetery,Oallen, New South Wales, Australia,"LOT 42 Nerriga Rd Oallen, New South Wales, 2622 Australia",150.060839,-35.19352,,
Corindi Cemetery,Corindi Beach, New South Wales, Australia,"168 Kangaroo Trail Rd Corindi Beach, New South Wales, 2456 Australia",153.176193,-30.029959,,
Rosedale-Tottenham Cemetery,Rosedale, Queensland, Australia,"Ferry Rd Rosedale, Queensland, 4674 Australia",151.914906947083,-24.6011305261114,,
Copeland Cemetery,Copeland, New South Wales, Australia,"318 Scone Rd Copeland, New South Wales, 2422 Australia",151.865515,-31.968801,,
Cooyal Cemetery,Cooyal, New South Wales, Australia,"LOT 304 Linburn Ln Cooyal, New South Wales, 2850 Australia",149.748,-32.45,,
Cooredulla Cemetery,Barney Downs, New South Wales, Australia,"LOT 1 Bruxner Hwy Barney Downs, New South Wales, 2372 Australia",152.102179,-29.050491,,
Coopers Vault,Currawang, New South Wales, Australia,"Tarago Collector Rd Currawang, New South Wales, 2580 Australia",149.523263,-35.026271,,
Roma Cemetery,Roma, Queensland, Australia,"349 Tiffin St Roma, Queensland, 4455 Australia",148.796768,-26.580813,,
Rolleston Cemetery,Rolleston, Queensland, Australia,"LOT 78 Warrijo St Rolleston, Queensland, 4702 Australia",148.625982,-24.460654,,
Corowa Lawn Cemetery,Corowa, New South Wales, Australia,"LOT 7314 Cemetery Rd Corowa, New South Wales, 2646 Australia",146.367595,-35.993846,,
Corowa (Saint John) Anglican Church,Corowa, New South Wales, Australia,"Federation Avenue Corowa, New South Wales, 2646 Australia",146.38777,-35.99854,,
Corowa Pioneer Cemetery,Corowa, New South Wales, Australia,"100 Federation Ave Corowa, New South Wales, 2646 Australia",146.382446,-36.005433,,
Coraki Cemetery,Coraki, New South Wales, Australia,"LOT 7 Henderson St Coraki, New South Wales, 2471 Australia",153.265262,-28.995047,,
Coonabarabran General Cemetery,Coonabarabran, New South Wales, Australia,"LOT 532 Dalgarno St Coonabarabran, New South Wales, 2357 Australia",149.291775,-31.270069,,
Coonabarabran Lawn Cemetery,Coonabarabran, New South Wales, Australia,"LOT 7061 Dandry Rd Coonabarabran, New South Wales, 2357 Australia",149.288284,-31.252851,,
Cooranbong Anglican Cemetery,Cooranbong, New South Wales, Australia,"37 Martinsville Road Cooranbong, New South Wales, 2265 Australia",151.442884,-33.079166,,
Coramba Cemetery,Coramba, New South Wales, Australia,"LOT 7305 Tiger Fire Rd Coramba, New South Wales, 2450 Australia",153.026375,-30.216188,,
Naidia Cemetery,Swan Reach, South Australia, Australia,"Stott Highway Swan Reach, Mid Murray Council, South Australia, 5354 Australia",139.817886,-34.510721, Mid Murray Council,
Cooyal - Saint Andrew's Anglican Churchyard *,Cooyal, New South Wales, Australia,"LOT 304 Linburn Ln Cooyal, New South Wales, 2850 Australia",149.74897,-32.45039,,
Cootamundra General Cemetery,Cootamundra, New South Wales, Australia,"Olympic Highway Cootamundra, Cootamundra-Gundagai Regional Council, New South Wales, 2590 Australia",148.04515,-34.63272, Cootamundra-Gundagai Regional Council,
Coonamble Old Cemetery,Coonamble, New South Wales, Australia,"LOT 16 Auburn St Coonamble, New South Wales, 2829 Australia",148.395595,-30.957425,,
Coopernook Cemetery,Coopernook, New South Wales, Australia,"LOT 118 Pacific Hwy Coopernook, New South Wales, 2426 Australia",152.625045,-31.820092,,
Cooranbong - Saint Patrick and Saint Brigid Catholic Church Graveyard,Cooranbong, New South Wales, Australia,"6a Martinsville Road Cooranbong, New South Wales, 2265 Australia",151.4469,-33.07828,,
Coonamble General Cemetery,Coonamble, New South Wales, Australia,"LOT 248 Back Gular Rd Coonamble, New South Wales, 2829 Australia",148.374953,-30.960939,,
Napperby Cemetery,Napperby, South Australia, Australia,"Lot 383 Sentosa Rd Napperby, Yorke, South Australia, 5540 Australia",138.109317,-33.173461, Yorke,
Murkbo Cemetery,Morgan, South Australia, Australia,"Murbko Road Morgan, Mid Murray Council, South Australia, 5321 Australia",139.662717,-34.165911, Mid Murray Council,
Murdinga Cemetery,Murdinga, South Australia, Australia,"Corunna Road Murdinga, District Council of Elliston, South Australia, 5607 Australia",135.699972,-33.730627, District Council of Elliston,
Nain Lutheran Church/graveyard,Nain, South Australia, Australia,"196 Nain Rd (Lot 738) Nain, Light, South Australia, 5360 Australia",138.899936,-34.450521, Light,
Nairne Cemetery,Nairne, South Australia, Australia,"Nixon Street Nairne, Mount Barker District Council, South Australia, 5252 Australia",138.910013,-35.032983, Mount Barker District Council,
"Nain ""Zum Schmalen Weg"" Lutheran Church/graveyard",Nain, South Australia, Australia,"157 Nain Rd Nain, Light, South Australia, 5360 Australia",138.903322,-34.451995, Light,
Murdock Hill (Primitive Methodist) Churchyard,Woodside, South Australia, Australia,"202 Donohue Rd (Lot 42) cnr Scottsburn Rd Woodside, Sturt, South Australia, 5244 Australia",138.92399,-34.97496, Sturt,
Mungeranie Station Cemetery,Mungeranie, South Australia, Australia,"Birdsville Track Mungeranie, Pastoral Unincorporated Area, South Australia, 5733 Australia",138.663277,-28.016917, Pastoral Unincorporated Area,
Myrla (Lutheran) Church/Cemetery,Kingston On Murray, South Australia, Australia,"Heinrich Road Kingston On Murray, The District Council of Loxton Waikerie, South Australia, 5332 Australia",140.322091,-34.451384, The District Council of Loxton Waikerie,
Mundulla Cemetery,Mundulla, South Australia, Australia,"Pigeon Flat Road Mundulla, Tatiara District Council, South Australia, 5270 Australia",140.70317,-36.352532, Tatiara District Council,
Mt Barker Catholic Cemetery,Mount Barker, South Australia, Australia,"Daddow Road Mount Barker, Mount Barker District Council, South Australia, 5251 Australia",138.86784330013,-35.063297768562, Mount Barker District Council,
Mount Torrens Springhead Lutheran Cemetery,Mount Torrens, South Australia, Australia,"208 Springhead Rd (Lot 55) Mount Torrens, Adelaide, South Australia, 5244 Australia",138.94288,-34.8959, Adelaide,
Mount Torrens Cemetery,Mount Torrens, South Australia, Australia,"Hammerwood Lane Mount Torrens, Adelaide, South Australia, 5244 Australia",138.96644,-34.87451, Adelaide,
Myponga (Uniting Church) Cemetery,Myponga, South Australia, Australia,"Hansen Street Myponga, The District Council of Yankalilla, South Australia, 5202 Australia",138.463679,-35.392039, The District Council of Yankalilla,
Purnim Cemetery,Purnim, Victoria, Australia,"45 Eccles Ln Purnim, Victoria, 3278 Australia",142.617892,-38.278291,,
Murray Bridge Old Cemetery,Murray Bridge, South Australia, Australia,"Eleanor Terrace Murray Bridge, The Rural City of Murray Bridge, South Australia, 5253 Australia",139.256753,-35.120786, The Rural City of Murray Bridge,
Murray Bridge (Bremer Road) Cemetery,Murray Bridge, South Australia, Australia,"Bremer Road Murray Bridge, The Rural City of Murray Bridge, South Australia, 5253 Australia",139.24038,-35.12384, The Rural City of Murray Bridge,
Nackara Cemetery,Nackara, South Australia, Australia,"High Street Nackara, The District Council of Peterborough, South Australia, 5440 Australia 
                         
                    ",139.248177,-32.796782, The District Council of Peterborough,http://www.peterborough.sa.gov.au/page.aspx?cemeteryId=16118&searchString=&u=240&t=cemeterySearch&cemeterySearchMode=results
Purdeet Cemetery,Purdeet, Victoria, Australia,"1310 Purdeet Rd Purdeet, Victoria, 3289 Australia",142.423502,-37.918916,,
Murray Bridge (Adelaide Road) Cemetery,Murray Bridge, South Australia, Australia,"Adelaide Road Murray Bridge, The Rural City of Murray Bridge, South Australia, 5253 Australia",139.25971,-35.12457, The Rural City of Murray Bridge,
Murray Family Cemetery,Penong, South Australia, Australia,"Eyre Highway Penong, Pastoral Unincorporated Area, South Australia, 5690 Australia",132.994037,-31.921811, Pastoral Unincorporated Area,
Polkemmet graves,Pimpinio, Victoria, Australia,"464 Polkemmet Rd Pimpinio, Victoria, 3401 Australia",142.104,-36.654,,
Port Welshpool cemetery,Port Welshpool, Victoria, Australia,"91 Lewis Street Port Welshpool, South Gippsland Shire, Victoria Australia",146.465844,-38.699987, South Gippsland Shire,
Polkemmet Cemetery,Pimpinio, Victoria, Australia,"1614 Polkemmet Rd Pimpinio, Victoria, 3401 Australia",141.985465,-36.651524,,
Plenty River Pioneers Childrens Cemetery,Melbourne, Victoria, Australia,"8 St Helena Road Melbourne, Nillumbik Shire, Victoria, 3088 Australia",145.108362,-37.699924, Nillumbik Shire,
Point Gellibrand Quarantine Camp and Cemetery,Melbourne, Victoria, Australia,"69 Morris Street Melbourne, Victoria, 3016 Australia",144.906,-37.87,,
Pheasant Creek Cemetery,Pheasant Creek, Victoria, Australia,"825 Whittlesea-Kinglake Rd Pheasant Creek, Victoria, 3757 Australia",145.28487,-37.482956,,
Peronne (Mortat) Cemetery,Peronne, Victoria, Australia,"89 Crabtrees Rd Peronne, Victoria, 3413 Australia",141.373208,-36.719217,,
Picola Cemetery,Picola, Victoria, Australia,"LOT 14C Minchin Rd Picola, Victoria, 3639 Australia",145.122764,-35.97687,,
Rockhampton South Cemetery,Rockhampton, Queensland, Australia,"Stumm Street Rockhampton, Queensland, 4701 Australia",150.52058413827,-23.3472730113,,
Rockhampton War Cemetery,Rockhampton, Queensland, Australia,"Bruce Highway & Moore's Creek Road Rockhampton, Rockhampton, Queensland, 4701 Australia 
                         
                    ",150.5242149583,-23.350170026408, Rockhampton,https://www.cwgc.org/find-a-cemetery/cemetery/4007409/rockhampton-war-cemetery/
Preston Cemetery,Melbourne, Victoria, Australia,"900 Plenty Road Melbourne, Darebin City, Victoria, 3083 Australia 
                         
                    ",145.04142040741,-37.7203928754641, Darebin City,https://www.gmct.com.au/our-locations/preston-cemetery/
Richmond Pioneer Cemetery,Richmond, Queensland, Australia,"LOT 2 Flinders Hwy Richmond, Queensland, 4822 Australia",143.137908,-20.7332,,
Port Campbell Cemetery,Port Campbell, Victoria, Australia,"Tourist Drive 21 Port Campbell, Victoria, 3269 Australia",143.000579,-38.613299,,
Portarlington Cemetery,Portarlington, Victoria, Australia,"Smythe Street Portarlington, Greater Geelong City, Victoria, 3223 Australia 
                         
                    ",144.64310125397,-38.120619378106, Greater Geelong City,http://www.gct.net.au
Point Nepean Cemetery,Melbourne, Victoria, Australia,"Walter Pisterman Track Melbourne, Victoria, 3944 Australia",144.67837,-38.30853,,
Pine Lodge Cemetery,Pine Lodge, Victoria, Australia,"1600 Midland Hwy Pine Lodge, Victoria, 3631 Australia 
                         
                    ",145.569158,-36.416661,,http://www.greatershepparton.com.au/pine-lodge-cemetery
Pimpinio Cemetery,Pimpinio, Victoria, Australia,"Pimpinio West Rd Pimpinio, Victoria, 3401 Australia",142.105425,-36.59601,,
Port Fairy Cemetery,Port Fairy, Victoria, Australia,"502 Princes Highway Port Fairy, Moyne Shire, Victoria, 3284 Australia",142.22249,-38.38365, Moyne Shire,
Poowong Cemetery,Poowong, Victoria, Australia,"Bena-Poowong Rd Poowong, Victoria, 3988 Australia",145.762095,-38.346267,,
Richmond Cemetery,Richmond, Queensland, Australia,"Burke St Richmond, Queensland, 4822 Australia",143.143208,-20.746382,,
Redland Bay Cemetery,Queensland, Queensland, Australia,"Cleveland Redland Bay Road Queensland, Queensland, 4165 Australia",153.28922080344,-27.609797399344,,
Phillip Island Cemetery,Phillip Island, Victoria, Australia,"136 Coghlan Road Phillip Island, Victoria, 3923 Australia 
                         
                    ",145.2617,-38.46963,,http://www.pict.org.au/
Pine Grove (Pannoo-Bamawm) Cemetery,Pine Grove, Victoria, Australia,"Cr Whinfield Rd & O'Brien Rd Pine Grove, Victoria, 3565 Australia",144.455376464844,-36.2240692406886,,
Rockhampton Crematorium *,Rockhampton, Queensland, Australia,"436-440 Yaamba Road Rockhampton, Queensland, 4701 Australia",150.520603,-23.34039,,
Rockhampton ,Rockhampton, Queensland, Australia,"21 Hartington Street Rockhampton, Queensland, 4701 Australia 
                         
                    ",150.574386473541,-23.3945207698264,,http://www.rockhamptonregion.qld.gov.au/Your_Community/Cemeteries/Memorial_Gardens
Rockhampton North Cemetery,Rockhampton, Queensland, Australia,"350-360 Yaamba Road Rockhampton, Queensland, 4701 Australia 
                         
                    ",150.52501,-23.34884,,http://www.rockhamptonregion.qld.gov.au/Your_Community/Cemeteries/North_Rockhampton_Cemetery
Redland Heritage Pioneer Cemetery,Brisbane, Queensland, Australia,"11 Lisa Street Brisbane, Queensland, 4163 Australia",153.25668,-27.528447,,
Cooma Uniting Church/graveyard,Cooma, New South Wales, Australia,"67-69 Soho St Cooma, New South Wales, 2630 Australia",149.124282,-36.238338,,
Ravenswood Cemetery,Ravenswood, Queensland, Australia,"LOT 24 Cemetery Rd Ravenswood, Queensland, 4816 Australia",146.887781,-20.111143,,
